symbol,symbol_id,date,daily_rsi_3,daily_rsi_9,weekly_rsi_3,monthly_rsi_3,ret_5d,ret_10d
COFFEEDAY,413,2016-01-28,73.89,44.26,51.13,100.0,-3.11,-10.92
TVSHLTD,2045,2016-01-28,74.87,53.18,68.99,62.73,3.67,1.46
AUROPHARMA,206,2016-01-29,74.04,54.81,54.45,58.28,-8.52,-20.65
FIEMIND,625,2016-01-29,82.11,55.56,51.89,63.06,0.57,-8.94
THANGAMAYL,1985,2016-01-29,73.6,54.6,51.84,58.73,-6.29,-6.7
HERITGFOOD,800,2016-02-29,86.03,63.54,71.14,60.89,-0.17,-0.41
AARTIIND,17,2016-03-01,84.75,47.37,70.34,62.94,6.81,10.58
ATUL,201,2016-03-01,78.58,52.65,56.01,59.35,3.58,6.66
BLUESTARCO,320,2016-03-01,73.06,47.25,58.53,63.3,2.59,9.39
BPCL,332,2016-03-01,82.66,52.43,57.92,61.98,0.72,3.11
CEATLTD,370,2016-03-01,80.82,63.96,86.2,67.61,9.65,8.87
DECCANCE,481,2016-03-01,73.25,45.55,60.75,53.49,5.27,3.04
HESTERBIO,802,2016-03-01,72.56,43.2,50.94,52.24,4.37,12.48
INDTERRAIN,908,2016-03-01,87.64,57.39,71.07,61.32,2.58,0.96
KAKATCEM,1020,2016-03-01,87.81,55.94,68.66,83.73,11.19,11.79
MRF,1284,2016-03-01,79.3,55.2,55.51,58.83,1.63,-1.18
ORIENTBELL,1417,2016-03-01,73.49,44.63,62.85,52.39,16.63,4.63
PATANJALI,1454,2016-03-01,83.77,60.51,62.43,71.79,9.46,12.88
PLASTIBLEN,1491,2016-03-01,64.22,42.36,56.36,57.29,12.05,14.89
RELINFRA,1608,2016-03-01,84.32,54.3,70.13,68.23,20.17,15.89
TRENT,2031,2016-03-01,81.64,59.68,62.16,60.39,-3.76,-3.43
WHIRLPOOL,2181,2016-03-01,81.7,61.04,71.41,72.01,1.43,6.87
WONDERLA,2189,2016-03-01,69.52,51.66,54.07,66.0,3.15,0.01
ABREL,32,2016-03-02,78.05,52.78,52.78,52.57,3.84,6.68
VADILALIND,2093,2016-03-02,72.37,48.72,54.37,63.14,3.78,41.67
ATULAUTO,202,2016-03-03,67.82,54.64,55.29,59.74,0.74,3.92
JAGRAN,955,2016-03-03,76.01,62.24,60.36,66.95,-4.5,-7.61
NESTLEIND,1342,2016-03-03,78.39,53.87,54.08,56.6,-1.05,-0.61
TECHNOE,1972,2016-03-08,70.11,47.01,69.59,63.92,6.11,13.47
BLUESTARCO,320,2016-03-14,79.13,63.02,74.63,63.3,9.02,8.72
SOLARINDS,1832,2016-03-16,77.36,59.77,83.48,64.11,3.84,6.76
ACC,34,2016-03-17,87.98,64.87,76.9,66.54,8.15,10.87
GUJGASLTD,760,2016-03-17,89.88,63.75,56.39,55.42,-0.54,2.63
ORIENTCEM,1418,2016-03-17,85.13,68.74,83.84,55.12,2.17,5.41
WIPRO,2187,2016-03-18,84.77,64.2,67.68,57.25,0.35,1.4
PETRONET,1469,2016-03-21,89.65,64.96,62.31,72.03,-2.75,-3.64
JSWHL,1003,2016-03-23,93.24,77.06,88.17,67.71,-2.51,-0.57
NAVKARCORP,1322,2016-03-28,83.04,65.12,82.43,54.4,7.18,6.4
ASTRAMICRO,190,2016-04-01,78.27,60.08,61.42,58.08,1.26,9.52
SUPRAJIT,1908,2016-04-01,80.51,58.06,51.62,64.72,-0.04,6.33
EMAMILTD,568,2016-04-04,77.88,55.58,59.18,55.68,0.7,5.93
SANOFI,1704,2016-04-05,75.32,53.76,68.61,63.52,4.07,0.19
COFFEEDAY,413,2016-04-08,82.17,66.22,63.11,68.62,4.96,15.41
EMAMILTD,568,2016-04-08,73.72,55.9,59.18,55.68,4.35,5.5
PIIND,1482,2016-04-08,81.37,59.96,58.17,63.42,12.12,8.78
SANGAMIND,1700,2016-04-08,80.57,63.4,60.53,65.82,-2.23,4.47
PRECAM,1521,2016-04-11,75.58,47.03,64.49,100.0,0.07,1.56
DBCORP,464,2016-04-13,77.56,60.72,74.98,67.89,3.79,3.14
KANSAINER,1032,2016-04-13,91.93,76.58,87.66,83.51,-0.7,-0.1
MOTILALOFS,1279,2016-04-13,77.15,63.51,67.92,55.3,2.46,4.2
MUTHOOTFIN,1301,2016-04-13,82.87,66.53,77.13,76.32,6.03,8.59
KIRLOSIND,1064,2016-04-18,84.76,65.22,70.99,63.29,-1.73,-1.64
RAYMOND,1589,2016-04-27,93.3,73.73,89.52,63.43,10.03,10.51
CERA,381,2016-04-29,90.67,69.08,73.25,51.06,7.12,10.81
IMPAL,879,2016-04-29,86.8,64.96,70.55,51.8,-1.46,-1.57
SUNTV,1905,2016-04-29,90.62,68.31,71.45,51.23,-5.65,5.02
POLYMED,1505,2016-05-09,86.49,57.56,81.09,67.03,18.2,26.07
BAJAJHLDNG,238,2016-05-10,85.98,64.1,74.57,60.6,1.81,1.31
GUJAPOLLO,759,2016-05-10,87.83,61.29,54.87,63.88,5.01,-2.06
FIEMIND,625,2016-05-12,79.89,58.97,52.69,58.78,-3.69,-8.08
JBCHEPHARM,969,2016-05-12,82.59,64.95,79.35,51.94,-0.02,-3.61
DRREDDY,536,2016-05-16,69.1,53.43,58.21,54.15,0.91,5.59
ITC,945,2016-05-16,84.02,60.22,70.68,75.42,5.3,8.23
TCI,1963,2016-05-16,67.74,47.37,74.82,60.23,3.78,5.83
KSL,1101,2016-05-23,65.96,47.35,76.35,79.41,7.73,12.6
MPHASIS,1282,2016-05-23,89.17,60.02,73.16,77.58,5.4,15.91
CIEINDIA,399,2016-05-25,76.91,55.88,60.47,56.12,6.73,4.68
ENIL,582,2016-05-25,68.15,55.41,80.28,58.48,8.7,4.39
GLAXO,692,2016-05-25,72.42,42.4,52.9,51.64,2.8,2.43
ICICIBANK,851,2016-05-25,86.04,62.28,68.76,57.73,2.15,9.64
NATCOPHARM,1316,2016-05-26,76.84,57.87,60.29,54.62,2.74,12.09
DHUNINV,503,2016-05-27,79.84,66.25,81.44,62.73,-5.21,-6.95
MPHASIS,1282,2016-05-27,85.02,67.21,73.16,77.58,13.74,8.89
RPGLIFE,1644,2016-05-27,83.28,63.43,67.21,55.23,-5.28,-9.18
APOLLOHOSP,143,2016-05-30,87.8,69.43,77.07,50.52,-3.22,-5.74
SASKEN,1714,2016-05-30,80.18,59.6,55.89,51.06,-1.89,-3.18
WELSPUNLIV,2175,2016-05-31,89.76,72.23,84.6,82.78,3.6,12.71
BHARTIARTL,297,2016-06-01,79.56,62.39,65.3,68.61,-2.92,-3.12
BLUEDART,318,2016-06-01,86.87,67.17,78.04,54.16,7.36,2.83
NUCLEUS,1385,2016-06-01,83.26,64.53,72.56,67.6,-0.43,-0.69
BAJAJFINSV,234,2016-06-02,70.71,55.85,63.36,85.24,-0.59,10.4
WENDT,2176,2016-06-02,73.24,49.98,53.51,56.18,-0.03,-0.03
GUJGASLTD,760,2016-06-03,79.1,62.14,63.61,61.57,-1.84,-1.98
TORNTPHARM,2018,2016-06-03,65.86,53.27,51.19,50.26,-2.27,-2.48
DELPHIFX,487,2016-06-06,77.78,57.59,66.17,59.33,2.0,7.36
WALCHANNAG,2165,2016-06-06,72.67,46.73,75.61,57.09,6.06,13.79
ULTRACEMCO,2061,2016-06-07,85.7,68.63,80.51,86.05,-0.39,0.68
HERCULES,799,2016-06-08,82.65,62.85,69.79,57.1,-1.38,-3.87
HERITGFOOD,800,2016-06-08,83.55,65.67,64.07,59.04,-1.87,2.33
ROSSELLIND,1639,2016-06-08,67.97,50.08,62.75,63.15,11.05,10.67
STYRENIX,1885,2016-06-08,84.02,63.96,69.61,54.8,1.17,-3.58
TATACONSUM,1954,2016-06-08,91.42,72.75,78.33,67.59,2.09,2.29
HINDZINC,822,2016-06-09,86.29,70.08,72.72,72.31,-2.77,-1.02
INDIANHUME,890,2016-06-09,92.78,69.0,77.56,53.37,-0.5,-0.11
PHOENIXLTD,1478,2016-06-09,80.72,62.68,60.28,69.62,3.06,11.15
ALKYLAMINE,103,2016-06-13,82.1,65.85,93.23,83.09,6.13,14.41
SREEL,1857,2016-06-13,82.44,60.99,60.51,76.66,2.04,12.24
TVSSRICHAK,2048,2016-06-13,74.98,55.91,51.79,55.58,-1.55,-2.04
DEEPAKFERT,483,2016-06-14,78.44,64.48,61.26,86.85,0.99,1.98
JYOTHYLAB,1015,2016-06-14,74.26,52.53,55.91,60.29,1.53,1.42
SYNGENE,1936,2016-06-14,88.04,66.77,76.3,75.04,3.26,1.85
ABB,23,2016-06-15,81.81,56.27,55.36,53.76,-0.62,-2.27
DICIND,507,2016-06-15,82.58,66.06,63.97,55.92,4.84,1.43
EIHOTEL,557,2016-06-15,91.07,68.15,82.72,66.83,-0.14,0.54
VTL,2159,2016-06-15,73.18,53.13,58.66,80.21,4.37,7.08
HERITGFOOD,800,2016-06-16,84.27,65.71,78.88,59.04,1.09,-2.41
SHOPERSTOP,1777,2016-06-16,78.88,56.98,55.66,57.3,1.02,5.28
MINDACORP,1251,2016-06-17,78.11,56.26,51.78,90.14,-2.77,3.65
SOBHA,1829,2016-06-17,87.05,70.96,94.99,76.34,-3.71,1.99
WENDT,2176,2016-06-20,77.87,63.36,64.4,56.18,-2.74,4.9
DICIND,507,2016-06-21,84.33,72.37,70.93,55.92,-2.74,-2.38
AARTIIND,17,2016-06-27,72.22,53.85,80.49,59.88,6.05,5.5
ADOR,50,2016-06-27,79.5,58.78,75.23,63.53,0.85,-0.35
MUNJALSHOW,1298,2016-06-27,77.14,56.51,85.51,66.3,4.71,-0.39
AVANTIFEED,214,2016-06-28,86.82,62.44,85.01,82.49,12.7,13.56
BATAINDIA,264,2016-06-28,79.55,51.41,60.84,52.32,3.73,4.67
EICHERMOT,552,2016-06-28,90.04,66.37,71.01,59.14,1.38,1.93
GKWLIMITED,690,2016-06-28,79.69,61.17,90.57,69.05,12.67,6.77
GSPL,751,2016-06-28,82.77,62.64,75.02,67.68,-1.57,-2.33
INDNIPPON,895,2016-06-28,69.19,55.29,50.96,52.95,-1.13,-1.73
JCHAC,971,2016-06-28,87.47,63.2,80.22,67.59,4.35,4.61
ATUL,201,2016-06-29,73.22,62.16,78.54,89.98,5.21,8.7
BAJAJELEC,233,2016-06-29,81.1,58.37,71.89,74.71,7.49,4.61
GULFOILLUB,763,2016-06-29,88.4,72.46,83.58,80.39,4.23,0.73
HONDAPOWER,837,2016-06-29,74.1,59.44,69.15,55.45,-1.44,-1.77
SASKEN,1714,2016-06-29,80.71,58.42,57.55,51.95,5.86,8.35
FMGOETZE,640,2016-06-30,79.63,63.52,71.82,68.06,6.83,-0.33
FOSECOIND,646,2016-06-30,87.9,71.82,83.36,67.5,-1.55,-1.9
CHOLAFIN,397,2016-07-01,85.2,64.66,69.49,92.7,-2.47,-2.17
APOLSINHOT,146,2016-07-04,92.33,69.76,64.87,82.71,-2.67,-2.67
MHRIL,1247,2016-07-04,89.31,72.57,68.69,81.52,-1.76,-2.53
SHK,1776,2016-07-07,86.76,66.55,75.33,79.62,3.4,6.12
ABB,23,2016-07-08,86.24,65.85,70.22,64.95,1.14,2.46
BAYERCROP,265,2016-07-08,84.93,66.77,78.31,76.59,-4.48,-5.09
BLUESTARCO,320,2016-07-11,85.61,70.99,70.71,85.27,-4.4,3.91
BYKE,346,2016-07-11,66.67,51.38,60.49,51.73,0.22,1.03
LIBERTSHOE,1131,2016-07-11,79.66,65.16,78.01,74.88,-1.09,-2.0
MARUTI,1209,2016-07-11,86.93,67.74,92.43,84.16,4.28,6.52
CRISIL,439,2016-07-12,74.27,47.73,58.3,52.69,2.37,-0.67
SHARDAMOTR,1765,2016-07-12,85.9,63.17,84.78,80.32,11.12,9.77
UPL,2081,2016-07-13,76.69,54.94,57.47,77.38,-1.52,8.46
VOLTAS,2151,2016-07-13,78.99,57.27,67.17,75.03,3.0,5.85
SEMAC,1739,2016-07-14,86.14,68.27,77.18,85.32,-2.38,6.84
INDNIPPON,895,2016-07-15,81.66,65.37,82.13,66.42,0.2,-0.14
HMVL,832,2016-07-18,89.29,63.91,53.16,71.78,-0.4,-0.16
PPAP,1512,2016-07-19,83.15,67.32,84.99,66.83,3.91,5.08
HAVELLS,780,2016-07-20,85.61,62.64,78.99,88.83,2.84,6.47
MAYURUNIQ,1219,2016-07-20,92.33,60.58,59.62,55.93,0.58,-2.1
APOLSINHOT,146,2016-07-21,99.3,80.52,88.36,82.71,6.46,-5.12
BIL,302,2016-07-21,87.32,67.03,79.05,60.14,0.26,-4.51
PGHL,1476,2016-07-21,91.71,70.15,77.01,50.26,-2.62,-3.21
THYROCARE,1993,2016-07-21,85.43,57.44,52.58,100.0,-0.74,-2.48
RALLIS,1575,2016-07-25,83.75,64.94,80.7,85.05,1.4,-0.48
WONDERLA,2189,2016-07-25,84.24,68.02,78.8,78.59,-1.0,-2.06
FLEXITUFF,637,2016-07-27,78.1,66.88,66.52,56.99,-3.51,-3.78
CARERATING,361,2016-07-28,89.14,68.63,89.36,61.86,4.17,13.1
HEUBACHIND,803,2016-07-28,85.12,68.93,76.3,74.96,-4.93,-5.95
KRBL,1085,2016-08-02,66.63,46.77,50.68,60.38,2.95,-8.59
BFINVEST,285,2016-08-04,88.06,69.77,86.33,91.98,3.36,33.77
PRECAM,1521,2016-08-04,93.93,70.76,88.07,70.41,0.62,6.88
ZYDUSWELL,2218,2016-08-04,85.66,64.79,80.33,85.41,5.31,6.64
BFUTILITIE,286,2016-08-05,90.62,66.24,62.51,76.05,-4.51,8.86
KRBL,1085,2016-08-05,68.75,51.87,50.68,60.38,-8.31,-2.46
PILANIINVS,1483,2016-08-05,87.52,65.67,68.33,78.16,2.92,3.29
LMW,1141,2016-08-08,74.99,63.75,51.0,86.42,-3.45,0.2
TATACOMM,1953,2016-08-08,77.28,57.4,74.2,77.73,2.91,7.11
CENTRALBK,377,2016-08-16,77.58,64.37,71.88,76.87,3.13,7.39
SUPRAJIT,1908,2016-08-16,83.94,68.07,85.46,81.63,-2.84,-3.54
MAHSEAMLES,1179,2016-08-17,64.69,47.04,73.07,64.55,3.92,5.77
TVSMOTOR,2046,2016-08-17,92.4,72.03,71.17,67.83,-2.08,4.2
NILKAMAL,1360,2016-08-19,89.03,58.9,68.35,58.15,1.78,3.08
ASPINWALL,186,2016-08-22,70.07,41.99,53.33,100.0,2.02,-3.45
KRBL,1085,2016-08-22,77.55,53.98,62.23,60.38,1.31,0.53
MINDACORP,1251,2016-08-22,79.51,54.4,50.28,55.13,-1.8,-0.69
SOLARINDS,1832,2016-08-22,73.86,49.26,50.12,57.07,1.71,3.61
PFIZER,1471,2016-08-23,86.83,59.8,64.53,62.54,0.79,3.06
DIGJAMLMTD,512,2016-08-24,78.03,39.55,54.79,100.0,1.37,2.74
OIL,1396,2016-08-24,88.15,73.02,80.48,84.11,-0.47,2.69
SOLARINDS,1832,2016-08-24,71.98,52.26,50.12,57.07,5.12,2.7
APOLSINHOT,146,2016-08-25,97.13,61.34,67.26,83.66,16.35,18.28
HERCULES,799,2016-08-25,88.9,68.5,85.6,66.7,4.28,-0.46
TIMKEN,2002,2016-08-25,78.01,61.1,52.48,52.9,-5.56,-2.45
ENIL,582,2016-08-26,77.94,60.0,67.56,64.24,2.33,11.52
MPHASIS,1282,2016-08-26,92.06,66.34,78.69,71.47,1.31,-5.63
UFLEX,2056,2016-08-26,77.68,58.21,62.55,89.29,8.42,7.22
M&MFIN,1163,2016-08-29,92.44,70.99,77.34,91.56,2.93,-1.68
AKZOINDIA,95,2016-08-30,83.84,70.88,72.75,92.5,-2.31,-2.74
ARMANFIN,159,2016-08-30,87.98,59.22,52.39,100.0,-5.0,-4.45
AUTOAXLES,209,2016-08-31,90.49,73.3,75.28,69.46,15.4,17.66
REPCOHOME,1612,2016-08-31,86.99,69.48,74.34,91.82,1.41,2.26
SANOFI,1704,2016-08-31,84.66,58.45,67.16,50.27,-1.4,-2.34
UFLEX,2056,2016-08-31,83.39,65.92,86.68,89.29,9.67,13.93
CENTURYPLY,380,2016-09-01,79.05,62.02,68.53,78.23,0.8,5.63
VOLTAMP,2150,2016-09-01,84.9,63.81,65.82,55.49,0.27,1.68
BYKE,346,2016-09-06,77.55,58.44,60.31,80.76,-2.01,-0.22
COLPAL,416,2016-09-06,88.89,63.19,84.85,89.85,-0.5,-0.58
VENKEYS,2108,2016-09-06,83.56,56.22,89.89,82.8,17.98,17.68
GLENMARK,693,2016-09-07,89.16,66.47,79.53,75.83,1.44,6.09
JOCIL,995,2016-09-07,79.7,55.65,53.05,82.21,-0.18,19.05
THERMAX,1990,2016-09-07,75.93,53.15,58.41,58.29,-2.76,4.37
DECCANCE,481,2016-09-09,86.19,60.26,63.7,75.18,0.28,0.58
VETO,2115,2016-09-12,62.41,45.02,71.47,64.1,8.73,15.5
ASAHISONG,171,2016-09-14,86.92,57.48,74.08,65.63,9.17,18.07
NH,1351,2016-09-14,92.63,71.08,84.24,67.74,-1.57,3.51
APLLTD,141,2016-09-16,90.26,71.53,78.34,77.32,3.34,-0.27
ABBOTINDIA,24,2016-09-19,78.13,58.45,65.59,58.51,1.66,2.09
SHREEPUSHK,1782,2016-09-19,85.09,63.31,87.01,69.46,4.54,17.06
AJANTPHARM,84,2016-09-22,89.78,73.22,90.32,96.68,-1.8,-3.73
DLF,519,2016-09-22,74.31,53.46,53.67,51.58,-8.91,0.91
PLASTIBLEN,1491,2016-09-22,86.42,63.78,77.26,55.09,-1.55,-3.29
ALBERTDAVD,97,2016-09-23,86.04,63.75,70.0,52.97,-2.12,0.6
POONAWALLA,1508,2016-09-23,86.93,63.61,67.6,59.99,-0.63,18.94
UNICHEMLAB,2065,2016-09-28,87.09,60.31,50.06,52.01,4.29,6.88
VEDL,2106,2016-09-28,79.8,62.3,61.63,95.52,9.67,11.96
MAYURUNIQ,1219,2016-09-30,71.37,58.59,65.21,71.96,0.3,0.33
SCHAEFFLER,1726,2016-09-30,84.46,61.88,67.09,63.68,0.93,2.98
ABFRL,28,2016-10-03,64.98,44.84,51.45,66.24,0.67,2.97
AMBIKCO,115,2016-10-03,70.06,58.19,90.05,91.14,9.09,13.84
AMRUTANJAN,120,2016-10-03,78.57,63.74,89.83,88.91,13.77,32.83
CYIENT,453,2016-10-03,77.8,56.54,56.69,58.45,-0.04,5.61
NESTLEIND,1342,2016-10-03,80.71,62.45,72.13,70.26,0.16,2.58
QUICKHEAL,1557,2016-10-03,64.98,50.63,63.22,60.87,2.49,7.64
SANGHVIMOV,1702,2016-10-03,78.49,62.68,85.3,58.77,9.63,4.82
CERA,381,2016-10-04,86.88,69.77,93.29,90.94,7.35,4.72
MAHSCOOTER,1178,2016-10-04,80.34,55.76,77.17,84.52,11.41,31.96
WONDERLA,2189,2016-10-04,78.94,56.47,61.67,57.56,1.58,2.26
HEIDELBERG,796,2016-10-05,83.64,64.91,77.34,86.18,-0.11,1.82
JAYSREETEA,968,2016-10-05,76.58,58.44,63.86,62.18,-1.64,-1.97
ORISSAMINE,1425,2016-10-05,76.91,48.34,55.81,73.66,-0.71,0.54
SASKEN,1714,2016-10-05,78.78,59.87,73.27,80.08,3.48,9.92
DHUNINV,503,2016-10-06,75.12,53.36,60.95,67.73,-0.34,12.93
MAYURUNIQ,1219,2016-10-06,80.9,63.14,69.06,72.04,-0.83,-0.65
DIGJAMLMTD,512,2016-10-07,83.49,55.08,50.31,61.22,42.79,53.49
DREDGECORP,535,2016-10-07,80.01,54.51,50.62,50.1,-3.0,-1.88
INDIANCARD,889,2016-10-10,85.35,61.39,77.5,66.48,8.51,6.14
SANOFI,1704,2016-10-10,69.74,49.99,56.43,54.26,0.46,0.72
KIRLOSIND,1064,2016-10-13,71.86,50.9,51.27,64.41,1.47,0.11
BBL,266,2016-10-14,72.6,57.92,60.81,54.73,2.04,4.34
NAVNETEDUL,1324,2016-10-14,73.07,59.27,67.53,80.86,-2.52,5.63
SANOFI,1704,2016-10-14,71.11,54.39,56.43,54.26,1.37,2.47
FORTIS,645,2016-10-17,77.9,59.95,65.97,64.36,0.36,0.25
HUHTAMAKI,845,2016-10-18,74.37,54.99,75.05,57.8,7.69,4.55
KITEX,1066,2016-10-18,77.41,52.43,78.8,58.94,15.22,-2.21
LT,1150,2016-10-18,70.72,58.23,70.83,57.23,-0.28,-2.66
DCMSHRIRAM,476,2016-10-19,87.81,61.76,86.65,80.77,17.76,6.68
TATACHEM,1952,2016-10-19,84.46,64.37,84.41,76.26,-3.11,-9.86
ZODIACLOTH,2213,2016-10-19,76.26,55.9,59.61,50.33,4.21,-0.38
LALPATHLAB,1109,2016-10-20,82.68,53.18,65.72,85.75,9.79,7.38
ASPINWALL,186,2016-10-21,79.79,59.65,61.5,52.32,-2.32,-5.95
SANOFI,1704,2016-10-21,82.15,62.08,68.15,54.26,1.09,-1.49
COALINDIA,410,2016-10-24,91.82,57.39,68.72,58.76,2.74,-1.31
EMAMILTD,568,2016-10-24,76.03,55.39,74.93,93.52,6.06,-0.26
FLFL,638,2016-10-24,87.3,65.55,80.85,96.71,9.53,3.46
ORISSAMINE,1425,2016-10-24,80.68,61.99,84.98,73.66,22.01,8.84
DRREDDY,536,2016-10-25,87.32,68.82,86.89,72.59,1.88,2.56
ZYDUSLIFE,2217,2016-10-25,85.98,70.74,94.78,94.21,-0.59,-5.86
EIHOTEL,557,2016-10-26,94.12,70.14,61.14,50.96,-4.97,-7.43
AJANTPHARM,84,2016-10-28,83.79,64.41,76.37,97.11,-6.13,-16.62
BAJAJ-AUTO,231,2016-10-28,68.81,54.64,51.25,64.03,-0.84,-9.55
COALINDIA,410,2016-10-28,78.61,62.34,68.72,58.76,-1.69,-3.43
COLPAL,416,2016-10-28,77.26,60.43,63.85,90.37,0.4,-6.0
EMAMILTD,568,2016-10-28,83.57,67.2,74.93,93.52,-3.18,-14.2
INSECTICID,921,2016-11-08,90.07,70.06,65.25,74.98,-9.21,-12.24
NATCOPHARM,1316,2016-11-09,66.11,52.07,67.67,54.77,11.2,-0.19
KRBL,1085,2016-11-16,68.08,51.26,71.36,62.88,7.52,11.98
CRISIL,439,2016-11-18,84.17,58.95,59.07,71.66,1.46,-0.12
OIL,1396,2016-11-18,83.05,62.29,71.11,93.81,4.37,1.91
ALKEM,102,2016-11-22,73.49,58.79,72.85,80.42,2.05,0.78
LTTS,1154,2016-11-22,69.97,56.6,71.11,100.0,5.04,4.03
ABBOTINDIA,24,2016-11-23,88.55,60.82,51.94,62.05,2.82,-0.26
IPCALAB,932,2016-11-23,76.54,48.46,51.16,55.19,3.3,-0.63
RPPINFRA,1646,2016-11-23,73.44,51.57,57.87,58.31,1.46,-0.82
BLUECOAST,317,2016-12-02,88.95,68.53,70.39,63.62,7.08,7.08
GODREJIND,717,2016-12-06,72.92,52.28,72.51,61.71,6.5,6.01
NSIL,1381,2016-12-06,78.18,55.36,56.11,51.41,5.04,2.57
TATACHEM,1952,2016-12-06,84.12,60.6,67.25,51.96,-2.07,-1.36
ENDURANCE,579,2016-12-07,77.08,55.12,56.56,100.0,-3.43,-3.84
NSIL,1381,2016-12-08,76.61,61.15,56.11,51.41,1.76,-1.74
RELIANCE,1606,2016-12-08,81.75,62.1,72.66,65.87,3.23,3.26
SHRIPISTON,1787,2016-12-08,73.05,52.17,54.53,59.8,-5.97,-7.23
ADOR,50,2016-12-09,85.33,60.45,61.56,50.41,0.15,-1.73
MMFL,1258,2016-12-09,78.79,60.02,68.21,53.88,1.87,-2.25
AMRUTANJAN,120,2016-12-13,91.43,66.81,58.63,55.83,-6.02,-9.16
DHUNINV,503,2016-12-23,86.82,61.02,63.93,81.48,-0.47,1.41
FLFL,638,2016-12-28,72.62,54.13,67.55,52.97,7.19,9.63
HINDPETRO,819,2016-12-29,70.51,50.57,56.22,57.03,10.12,15.05
STERTOOLS,1877,2016-12-29,85.9,62.35,72.8,75.3,7.12,7.62
KIRLOSIND,1064,2016-12-30,91.2,63.71,65.13,53.71,-0.46,-1.58
PIIND,1482,2016-12-30,79.7,56.99,51.61,54.94,1.25,-0.2
RANEHOLDIN,1585,2016-12-30,76.01,56.57,55.38,55.32,-0.45,-1.89
SANCO,1696,2016-12-30,78.48,56.66,56.28,85.66,-1.0,-0.77
PATANJALI,1454,2017-01-02,84.57,51.03,68.3,64.45,4.92,5.18
PIDILITIND,1480,2017-01-02,86.93,53.53,56.14,57.05,1.6,5.14
SHARDAMOTR,1765,2017-01-02,87.27,60.57,62.83,58.91,3.58,9.77
SWELECTES,1931,2017-01-02,88.11,58.01,66.67,70.9,3.86,11.01
CUB,446,2017-01-03,83.79,54.64,72.16,73.72,4.53,8.08
INDNIPPON,895,2017-01-03,81.69,53.01,72.8,67.56,9.3,17.66
PLASTIBLEN,1491,2017-01-03,71.08,54.02,64.57,52.57,1.2,7.57
THERMAX,1990,2017-01-03,74.34,45.72,57.32,50.14,4.04,10.0
BAJAJ-AUTO,231,2017-01-04,78.92,59.73,68.02,64.88,1.28,0.58
INDIGO,892,2017-01-04,84.4,60.89,55.45,55.7,3.04,4.3
SANGAMIND,1700,2017-01-04,74.5,59.28,68.68,55.55,-1.75,5.19
TECHNOE,1972,2017-01-04,91.03,73.71,91.16,81.92,7.35,7.93
CIEINDIA,399,2017-01-05,84.08,62.17,65.68,51.34,4.37,9.04
GUJALKALI,758,2017-01-05,89.09,66.31,68.11,68.28,0.57,11.8
ICICIBANK,851,2017-01-05,69.56,54.52,52.17,62.04,4.31,4.84
PFC,1470,2017-01-05,82.72,61.13,65.02,65.94,5.88,3.27
VEDL,2106,2017-01-05,79.49,58.8,63.56,87.23,5.75,7.73
FMGOETZE,640,2017-01-06,74.96,58.04,58.55,70.94,1.37,0.28
GUJGASLTD,760,2017-01-09,79.6,65.09,55.33,58.68,-3.03,-1.64
RSWM,1652,2017-01-09,93.56,69.63,76.29,56.14,-1.27,-2.47
CARERATING,361,2017-01-10,87.75,59.19,66.2,64.22,3.48,5.25
HINDALCO,814,2017-01-10,75.02,56.21,67.62,76.52,4.05,13.84
UNIONBANK,2071,2017-01-10,80.07,56.9,66.04,57.77,5.52,5.79
BRITANNIA,336,2017-01-11,88.22,69.38,59.83,55.91,3.6,5.06
FLEXITUFF,637,2017-01-11,74.53,60.76,59.45,59.44,-1.35,1.32
FMGOETZE,640,2017-01-11,79.6,64.88,66.86,70.94,-1.98,-1.05
KOTAKBANK,1076,2017-01-11,79.9,60.35,54.5,56.56,0.37,9.17
RHIM,1620,2017-01-11,83.48,68.31,63.2,59.08,-1.53,-2.9
SOTL,1841,2017-01-11,83.67,65.61,67.7,81.93,0.84,14.92
VINDHYATEL,2131,2017-01-11,79.26,62.74,79.15,62.51,8.47,11.48
TORNTPOWER,2019,2017-01-12,87.31,70.88,80.86,75.29,6.35,9.41
VAKRANGEE,2096,2017-01-12,84.35,66.68,82.97,95.07,6.3,8.39
GREAVESCOT,736,2017-01-13,90.37,68.14,70.77,60.55,4.86,9.84
ABFRL,28,2017-01-16,86.69,70.4,74.37,56.74,-1.83,3.63
VIPIND,2136,2017-01-16,84.07,66.62,68.04,58.19,-1.52,3.63
SWARAJENG,1930,2017-01-17,86.22,67.25,70.69,86.26,0.13,4.83
DYNAMATECH,543,2017-01-18,88.24,66.59,78.51,56.77,2.06,-3.25
VGUARD,2117,2017-01-18,80.49,62.03,79.81,70.54,13.81,22.49
APOLSINHOT,146,2017-01-24,89.98,45.78,57.02,54.76,16.56,38.42
CURAA,450,2017-01-24,99.9,89.08,94.95,94.02,14.88,14.05
VMART,2147,2017-01-25,89.39,71.81,85.51,71.3,6.34,23.07
MOLDTKPAC,1272,2017-01-27,90.28,73.44,80.46,64.55,0.7,-0.62
RANEHOLDIN,1585,2017-01-31,83.36,67.86,70.3,61.53,2.33,14.99
